,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,nursery,internet,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,higher,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,firstperiodGradeMath,secondperiodGradeMath,thirdperiodGradeMath,firstperiodGradePort,secondperiodGradePort,thirdperiodGradePort
125,GP,F,17,U,GT3,T,4,2,other,other,reputation,yes,yes,mother,2,3,0,no,yes,yes,no,yes,no,4,3,3,1,1,3,0,15,12,14,16,16,16
126,GP,F,17,U,GT3,T,4,3,health,other,reputation,yes,yes,mother,1,3,0,no,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,13,15,15,11,12,13
127,GP,F,17,U,GT3,T,4,3,health,services,reputation,yes,yes,mother,1,3,0,no,yes,yes,no,yes,no,4,2,2,1,2,3,0,15,15,15,17,18,18
128,GP,F,17,U,GT3,T,4,3,other,other,reputation,yes,yes,mother,1,2,2,no,no,yes,no,yes,yes,3,4,5,2,4,1,22,6,6,4,11,9,10
129,GP,F,17,U,GT3,T,4,4,other,teacher,course,yes,no,mother,1,1,0,yes,yes,no,no,yes,yes,4,2,1,1,1,4,0,11,11,12,13,13,13
130,GP,F,17,U,GT3,T,4,4,services,teacher,home,yes,yes,mother,2,1,1,no,yes,no,no,yes,no,4,2,4,2,3,2,24,18,18,18,14,15,16
131,GP,F,17,U,GT3,T,4,4,teacher,services,course,yes,yes,mother,1,3,0,no,yes,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9,11,11,12
132,GP,F,17,U,GT3,T,4,4,teacher,services,course,yes,yes,mother,1,3,0,no,yes,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9,13,12,13
133,GP,F,17,U,GT3,T,4,4,teacher,teacher,course,no,yes,mother,2,3,0,no,yes,yes,no,yes,yes,4,3,3,1,2,4,4,14,14,14,15,14,15
134,GP,F,17,U,LE3,T,0,2,at_home,at_home,home,yes,yes,father,2,3,0,no,no,no,no,yes,no,3,3,3,2,3,2,0,16,15,15,14,14,15
135,GP,F,17,U,LE3,T,2,2,other,other,course,yes,yes,father,1,1,0,no,yes,no,no,yes,yes,3,4,4,1,3,5,12,10,13,12,13,12,12
136,GP,F,17,U,LE3,T,2,2,services,other,course,yes,yes,mother,2,2,0,yes,yes,yes,no,yes,yes,4,4,4,2,3,5,6,12,12,12,12,12,12
137,GP,F,17,U,LE3,T,2,2,services,services,course,yes,yes,father,1,4,0,no,no,yes,yes,yes,yes,3,4,1,1,1,2,0,10,9,0,10,11,12
138,GP,F,17,U,LE3,T,2,4,services,services,course,yes,yes,father,1,2,0,no,no,no,yes,yes,yes,4,3,2,1,1,5,0,14,15,15,14,15,16
139,GP,F,17,U,LE3,T,3,2,other,other,reputation,yes,yes,mother,2,2,0,no,no,yes,no,yes,no,4,4,4,1,3,1,2,14,15,15,14,16,15
140,GP,F,17,U,LE3,T,3,3,other,other,reputation,yes,yes,mother,1,2,0,no,yes,no,yes,yes,yes,5,3,3,2,3,1,56,9,9,8,14,13,14
141,GP,F,17,U,LE3,T,4,2,teacher,services,reputation,yes,yes,mother,1,4,0,no,yes,yes,yes,yes,no,4,2,3,1,1,4,6,14,12,13,14,15,17
142,GP,F,17,U,LE3,T,4,3,health,other,reputation,yes,yes,father,1,2,0,no,no,no,yes,yes,yes,3,2,3,1,2,3,14,13,13,14,14,12,12
143,GP,F,18,R,GT3,A,3,2,other,services,home,no,yes,mother,2,2,0,no,no,no,no,no,yes,4,1,1,1,1,5,75,10,9,9,12,9,10
144,GP,F,18,R,GT3,T,1,1,at_home,other,course,no,no,mother,3,1,3,no,yes,no,yes,yes,no,5,2,5,1,5,4,6,9,8,10,11,10,11
145,GP,F,18,R,GT3,T,2,1,other,other,reputation,yes,yes,mother,2,2,0,no,yes,no,no,no,yes,4,3,5,1,2,3,0,6,0,0,8,9,10
146,GP,F,18,R,GT3,T,2,2,at_home,other,course,yes,no,mother,2,4,0,no,no,no,yes,yes,no,4,4,4,1,1,4,0,10,9,0,14,13,14
147,GP,F,18,R,GT3,T,3,1,other,other,reputation,yes,yes,mother,1,2,1,no,no,no,yes,yes,yes,5,3,3,1,1,4,16,9,8,7,8,8,8
148,GP,F,18,R,GT3,T,4,4,teacher,other,reputation,yes,yes,mother,2,2,0,no,no,yes,yes,yes,no,4,3,4,2,2,4,8,12,10,11,10,11,12
149,GP,F,18,R,LE3,T,1,1,at_home,other,reputation,yes,no,mother,2,4,0,no,yes,yes,yes,yes,no,5,2,2,1,1,3,1,12,12,12,17,17,18
150,GP,F,18,U,GT3,A,4,4,at_home,teacher,course,yes,no,mother,2,2,0,yes,no,no,no,yes,no,4,3,4,1,1,3,6,5,6,6,0,11,11
151,GP,F,18,U,GT3,T,1,1,other,other,home,yes,yes,mother,2,2,0,yes,no,no,yes,yes,no,5,4,4,1,1,4,4,8,9,10,12,13,13
152,GP,F,18,U,GT3,T,1,1,other,other,home,yes,yes,mother,2,2,0,yes,no,no,yes,yes,no,5,4,4,1,1,4,4,8,9,10,14,14,14
153,GP,F,18,U,GT3,T,2,1,other,other,course,no,yes,other,2,3,0,no,yes,yes,no,yes,yes,4,4,4,1,1,3,0,7,0,0,12,10,11
154,GP,F,18,U,GT3,T,2,1,services,other,course,yes,yes,mother,2,2,0,no,yes,yes,yes,yes,no,5,3,3,1,2,1,0,8,8,0,12,12,15
155,GP,F,18,U,GT3,T,2,2,at_home,at_home,other,yes,yes,mother,1,3,0,no,yes,yes,no,yes,no,4,3,3,1,2,2,5,18,18,19,18,18,18
156,GP,F,18,U,GT3,T,2,2,at_home,services,home,yes,yes,mother,1,3,0,no,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,9,10,0,11,12,13
157,GP,F,18,U,GT3,T,2,3,at_home,other,course,yes,yes,mother,1,3,0,no,yes,no,no,yes,no,4,3,3,1,2,3,4,11,10,10,11,12,14
158,GP,F,18,U,GT3,T,2,3,other,services,reputation,yes,yes,father,1,4,0,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,15,14,14,16,16,16
159,GP,F,18,U,GT3,T,3,2,other,services,other,yes,yes,mother,1,3,0,no,no,no,no,yes,yes,5,4,3,2,3,1,7,13,13,14,14,16,17
160,GP,F,18,U,GT3,T,3,3,services,services,home,yes,yes,mother,1,2,0,no,no,no,yes,yes,no,5,3,4,1,1,4,0,7,0,0,10,11,12
161,GP,F,18,U,GT3,T,4,3,other,other,course,yes,yes,mother,1,3,0,no,yes,yes,yes,yes,yes,4,3,4,1,1,5,9,9,10,9,14,15,17
162,GP,F,18,U,GT3,T,4,3,other,other,reputation,yes,yes,father,1,4,0,no,yes,yes,no,yes,no,4,3,3,1,1,3,0,14,13,14,16,17,17
163,GP,F,18,U,GT3,T,4,3,services,other,home,yes,yes,father,1,2,0,no,yes,yes,no,yes,yes,3,1,2,1,3,2,21,17,18,18,15,15,15
164,GP,F,18,U,GT3,T,4,4,health,health,reputation,yes,yes,father,1,2,1,yes,yes,no,yes,yes,yes,2,4,4,1,1,4,15,9,8,8,14,12,13
165,GP,F,18,U,GT3,T,4,4,teacher,other,course,yes,yes,mother,1,2,0,no,yes,yes,no,yes,no,4,4,4,3,3,5,2,11,11,11,12,11,13
166,GP,F,18,U,LE3,A,4,4,health,other,home,yes,yes,mother,1,2,0,no,yes,no,no,yes,yes,4,2,4,1,1,4,14,12,10,11,14,15,15
167,GP,F,18,U,LE3,T,1,1,other,other,home,no,no,mother,2,2,0,no,yes,yes,no,yes,no,4,4,3,1,1,3,2,11,11,11,13,13,13
168,GP,F,18,U,LE3,T,2,2,other,other,home,no,yes,other,1,2,0,no,no,no,yes,yes,yes,4,3,3,1,1,2,0,8,8,0,10,9,12
169,GP,F,18,U,LE3,T,3,3,services,services,home,yes,yes,mother,1,4,0,no,yes,no,no,yes,no,5,3,3,1,1,1,7,16,15,17,14,14,15
170,GP,F,18,U,LE3,T,4,3,other,other,home,yes,yes,other,2,2,0,no,yes,yes,no,yes,yes,4,4,5,1,2,2,10,10,8,8,13,14,14
171,GP,F,19,U,GT3,T,0,1,at_home,other,course,no,no,other,1,2,3,no,yes,no,no,no,no,3,4,2,1,1,5,2,7,8,9,9,10,11
172,GP,F,19,U,GT3,T,3,3,other,other,reputation,yes,yes,other,1,4,0,no,yes,yes,yes,yes,no,4,3,3,1,2,3,10,8,8,8,12,12,12
173,GP,F,19,U,GT3,T,3,3,other,services,home,yes,yes,other,1,2,2,no,yes,yes,yes,yes,no,4,3,5,3,3,5,15,9,9,9,11,12,12
174,GP,F,19,U,GT3,T,4,4,health,other,reputation,yes,yes,other,2,2,0,no,yes,yes,yes,yes,no,2,3,4,2,3,2,0,10,9,0,14,13,13
175,GP,M,15,R,GT3,T,2,1,health,services,reputation,yes,yes,mother,1,2,0,no,no,no,yes,yes,yes,5,4,2,1,1,5,8,9,9,9,10,9,10
176,GP,M,15,R,GT3,T,2,3,at_home,services,course,yes,no,mother,1,2,0,yes,no,yes,yes,yes,no,4,4,4,1,1,1,2,11,8,8,7,8,8
177,GP,M,15,R,GT3,T,3,4,at_home,teacher,course,yes,no,mother,4,2,0,no,yes,no,no,yes,yes,5,3,3,1,1,5,0,9,0,0,12,11,11
178,GP,M,15,R,GT3,T,4,3,teacher,at_home,course,yes,yes,mother,1,2,0,no,yes,no,yes,yes,yes,4,5,2,1,1,5,0,17,16,16,13,14,15
179,GP,M,15,R,GT3,T,4,4,other,other,home,yes,yes,father,4,4,0,no,yes,yes,yes,yes,yes,1,3,5,3,5,1,6,10,13,13,12,10,11
180,GP,M,15,U,GT3,A,2,2,other,other,home,yes,yes,other,1,3,0,no,yes,no,no,yes,yes,4,5,2,1,1,3,0,14,16,16,14,14,15
181,GP,M,15,U,GT3,A,3,4,services,other,course,yes,yes,mother,1,2,0,no,yes,yes,yes,yes,no,5,4,4,1,1,1,0,16,18,18,16,16,16
182,GP,M,15,U,GT3,A,4,4,other,services,reputation,no,yes,mother,1,4,0,no,yes,no,yes,yes,yes,1,3,3,5,5,3,4,13,13,12,11,12,12
183,GP,M,15,U,GT3,T,2,2,other,other,home,yes,yes,mother,1,1,0,no,yes,yes,no,yes,no,4,2,2,1,2,5,2,12,12,11,11,12,12
184,GP,M,15,U,GT3,T,2,2,services,services,course,yes,yes,father,1,1,0,yes,yes,no,no,yes,no,5,4,1,1,1,1,0,8,8,11,9,10,10
185,GP,M,15,U,GT3,T,2,2,services,services,home,yes,yes,father,1,4,0,no,yes,yes,yes,yes,no,5,5,4,1,2,5,6,16,14,15,14,13,13
186,GP,M,15,U,GT3,T,2,3,other,other,home,no,yes,mother,1,3,0,yes,no,yes,no,yes,no,5,3,2,1,2,5,4,11,10,11,10,9,9
187,GP,M,15,U,GT3,T,2,3,other,services,course,no,yes,father,1,1,0,yes,yes,yes,yes,yes,yes,3,2,2,1,3,3,2,10,12,12,11,11,12
188,GP,M,15,U,GT3,T,3,4,other,other,home,yes,yes,mother,1,2,0,no,yes,yes,yes,yes,no,5,5,1,1,1,5,0,14,15,15,12,12,13
189,GP,M,15,U,GT3,T,3,4,other,other,reputation,yes,yes,father,1,1,0,no,no,no,no,yes,no,3,4,3,1,2,4,6,14,13,13,14,13,14
190,GP,M,15,U,GT3,T,3,4,services,services,home,yes,yes,father,1,1,0,yes,no,no,no,yes,no,5,5,5,3,2,5,0,13,13,12,9,9,9
191,GP,M,15,U,GT3,T,4,0,teacher,other,course,yes,yes,mother,2,4,0,no,no,no,yes,yes,no,3,4,3,1,1,1,8,11,11,10,12,11,11
192,GP,M,15,U,GT3,T,4,2,health,services,other,yes,yes,mother,1,1,0,no,no,yes,no,yes,no,2,2,4,2,4,1,4,15,16,15,11,11,11
193,GP,M,15,U,GT3,T,4,2,other,other,course,yes,yes,mother,1,4,0,no,no,no,no,yes,no,3,3,3,1,1,3,0,10,10,10,11,9,10
194,GP,M,15,U,GT3,T,4,2,teacher,other,home,yes,no,mother,1,2,0,no,yes,yes,no,yes,no,4,3,3,2,2,5,2,15,15,14,11,12,13
195,GP,M,15,U,GT3,T,4,3,teacher,other,course,yes,yes,mother,2,2,0,no,yes,yes,no,yes,no,5,4,3,1,2,3,2,10,10,11,12,12,13
196,GP,M,15,U,GT3,T,4,3,teacher,other,home,yes,yes,mother,1,2,0,no,yes,yes,yes,yes,no,4,3,3,2,3,5,6,9,9,10,11,11,11
197,GP,M,15,U,GT3,T,4,3,teacher,other,reputation,yes,yes,mother,1,2,0,no,no,no,no,yes,no,4,4,1,1,1,1,0,13,14,15,12,13,14
198,GP,M,15,U,GT3,T,4,3,teacher,services,course,yes,yes,father,2,4,0,yes,yes,no,no,yes,no,2,2,2,1,1,3,0,7,9,0,9,11,11
199,GP,M,15,U,GT3,T,4,4,health,health,other,yes,yes,father,1,1,0,no,yes,yes,no,yes,no,5,4,2,1,1,5,0,12,15,15,11,12,12
200,GP,M,15,U,GT3,T,4,4,health,services,home,no,yes,mother,1,2,0,no,yes,yes,no,yes,no,5,4,2,3,4,5,0,9,11,12,10,11,11
201,GP,M,15,U,GT3,T,4,4,other,teacher,reputation,yes,no,father,2,2,0,no,yes,no,yes,yes,no,4,4,3,1,1,2,2,11,13,14,16,15,16
202,GP,M,15,U,GT3,T,4,4,services,other,course,no,yes,mother,1,1,0,no,yes,no,yes,yes,no,5,3,3,1,1,5,4,10,13,14,12,13,12
203,GP,M,15,U,GT3,T,4,4,services,services,reputation,yes,yes,mother,2,2,0,no,yes,no,yes,yes,no,4,3,1,1,1,5,0,17,16,17,15,15,15
204,GP,M,15,U,GT3,T,4,4,services,teacher,course,yes,yes,father,1,2,0,no,yes,no,yes,yes,no,4,3,3,1,1,5,2,19,18,18,14,15,15
205,GP,M,15,U,GT3,T,4,4,teacher,health,reputation,yes,no,mother,1,2,0,no,yes,no,yes,yes,no,3,2,2,1,1,5,4,14,15,15,15,15,16
206,GP,M,15,U,LE3,A,2,1,services,other,course,yes,yes,mother,4,1,3,no,no,no,no,yes,no,4,5,5,2,5,5,0,8,9,10,12,11,11
207,GP,M,15,U,LE3,A,3,2,services,other,home,yes,yes,mother,1,2,0,no,yes,yes,no,yes,no,4,2,2,1,1,1,0,16,18,19,15,16,17
208,GP,M,15,U,LE3,A,4,2,health,health,other,yes,no,father,2,1,1,no,no,no,no,yes,no,5,5,5,3,4,5,6,11,11,10,10,9,9
209,GP,M,15,U,LE3,A,4,4,teacher,teacher,course,yes,yes,mother,1,1,0,no,no,no,yes,yes,no,5,5,3,1,1,4,6,18,19,19,13,14,14
210,GP,M,15,U,LE3,T,1,2,other,at_home,home,yes,yes,father,1,2,0,yes,yes,no,yes,yes,no,4,3,2,1,1,5,2,9,10,9,14,13,14
211,GP,M,15,U,LE3,T,2,2,services,health,reputation,yes,yes,mother,1,4,0,no,yes,no,yes,yes,no,4,3,4,1,1,4,6,11,13,14,11,12,12
212,GP,M,15,U,LE3,T,2,2,services,services,home,yes,yes,mother,2,2,0,no,no,yes,yes,yes,no,5,3,3,1,3,4,4,15,15,15,13,12,13
213,GP,M,15,U,LE3,T,3,3,other,other,course,no,yes,mother,1,2,0,no,no,no,yes,yes,no,5,3,2,1,1,2,0,8,10,12,13,12,12
214,GP,M,15,U,LE3,T,4,2,teacher,other,course,yes,yes,mother,1,1,0,no,no,no,no,yes,no,3,5,2,1,1,3,10,18,19,19,18,17,18
215,GP,M,15,U,LE3,T,4,3,teacher,services,home,yes,yes,mother,1,3,0,no,yes,no,yes,yes,no,5,4,3,1,1,4,2,15,16,18,14,14,14
216,GP,M,15,U,LE3,T,4,4,health,services,course,yes,yes,father,1,1,0,no,yes,yes,yes,yes,no,4,3,3,1,3,5,2,14,14,14,12,13,12
217,GP,M,15,U,LE3,T,4,4,teacher,other,home,no,yes,other,1,1,0,no,yes,no,no,yes,yes,5,4,3,2,4,5,8,12,12,12,10,11,11
218,GP,M,16,R,GT3,A,4,4,other,teacher,reputation,yes,yes,mother,2,3,0,no,yes,no,yes,yes,yes,2,4,3,1,1,5,7,15,16,15,13,13,13
219,GP,M,16,R,GT3,T,2,1,other,other,course,no,no,mother,2,1,0,no,no,no,yes,yes,no,3,3,2,1,3,3,0,8,9,8,14,13,12
220,GP,M,16,R,GT3,T,2,2,at_home,other,course,no,no,mother,3,1,0,no,no,no,no,yes,no,4,2,2,1,2,3,2,17,15,15,12,10,11
221,GP,M,16,R,GT3,T,3,3,services,services,reputation,yes,yes,mother,1,1,0,no,yes,no,yes,yes,no,4,3,2,3,4,5,8,8,9,10,11,10,10
222,GP,M,16,R,GT3,T,4,2,teacher,services,other,yes,yes,mother,1,1,0,no,yes,no,yes,yes,yes,4,3,3,3,4,3,10,10,8,9,10,9,11
223,GP,M,16,R,GT3,T,4,3,services,other,reputation,no,yes,mother,2,1,0,yes,yes,no,yes,yes,no,3,3,3,1,1,4,2,11,15,15,9,11,11
224,GP,M,16,R,GT3,T,4,4,teacher,teacher,course,yes,yes,mother,1,1,0,no,no,yes,yes,yes,no,3,5,5,2,5,4,8,18,18,18,14,14,15
225,GP,M,16,R,LE3,T,3,3,teacher,other,home,yes,yes,father,3,1,0,no,yes,yes,yes,yes,no,3,3,4,3,5,3,8,9,9,10,10,11,12
226,GP,M,16,U,GT3,T,0,2,other,other,other,no,yes,mother,1,1,0,no,no,yes,no,yes,no,4,3,2,2,4,5,0,13,15,15,11,12,11
227,GP,M,16,U,GT3,T,1,0,other,other,reputation,yes,yes,mother,2,2,0,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,2,13,15,16,16,17,18
228,GP,M,16,U,GT3,T,1,2,services,services,other,yes,yes,mother,1,1,0,no,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,11,12,11,10,9,11
229,GP,M,16,U,GT3,T,2,1,other,other,course,yes,yes,mother,3,1,0,no,no,no,no,yes,no,4,3,3,1,1,4,6,18,18,18,15,16,16
230,GP,M,16,U,GT3,T,2,2,other,other,course,yes,yes,father,1,2,0,no,no,no,no,no,no,4,3,5,2,4,4,4,10,10,10,9,10,11
231,GP,M,16,U,GT3,T,2,2,services,other,reputation,no,yes,father,2,2,1,no,no,yes,yes,yes,no,4,4,2,1,1,3,12,11,10,10,12,10,11
232,GP,M,16,U,GT3,T,2,3,other,other,home,yes,yes,father,2,1,0,no,no,no,no,yes,no,5,3,3,1,1,3,0,13,14,14,13,12,12
233,GP,M,16,U,GT3,T,3,1,other,other,reputation,yes,no,mother,1,1,0,no,no,no,yes,yes,no,5,3,2,2,2,5,2,12,12,14,13,13,14
234,GP,M,16,U,GT3,T,3,1,other,other,reputation,yes,yes,father,2,4,0,no,yes,yes,no,yes,no,4,3,2,1,1,5,0,13,15,15,13,11,11
235,GP,M,16,U,GT3,T,3,2,at_home,other,reputation,yes,yes,mother,2,3,0,no,no,no,yes,yes,yes,5,3,3,1,3,2,10,11,9,10,12,12,12
236,GP,M,16,U,GT3,T,3,2,other,other,home,no,yes,mother,1,1,0,no,yes,yes,no,yes,no,5,4,3,1,1,5,0,12,14,15,12,12,12
237,GP,M,16,U,GT3,T,3,3,at_home,other,reputation,no,yes,other,3,2,0,yes,yes,no,no,yes,no,5,3,3,1,3,2,6,7,10,10,9,11,10
238,GP,M,16,U,GT3,T,3,3,other,services,course,yes,yes,father,1,2,1,no,yes,yes,no,yes,yes,4,5,5,4,4,5,4,10,12,12,10,10,1
239,GP,M,16,U,GT3,T,3,3,other,services,home,yes,yes,father,2,1,0,no,no,no,yes,yes,no,5,4,2,1,1,5,0,13,14,13,14,14,15
240,GP,M,16,U,GT3,T,3,3,services,other,home,yes,yes,father,1,3,0,no,yes,no,yes,yes,no,5,3,3,1,1,5,2,16,18,18,13,14,14
241,GP,M,16,U,GT3,T,3,3,services,other,home,yes,yes,father,1,3,0,no,yes,no,yes,yes,no,5,3,3,1,1,5,2,16,18,18,11,12,13
242,GP,M,16,U,GT3,T,3,3,services,other,home,yes,yes,mother,1,2,0,no,no,yes,yes,yes,yes,4,2,3,1,2,3,2,12,13,12,13,14,14
243,GP,M,16,U,GT3,T,3,3,services,other,home,yes,yes,mother,1,2,0,no,no,yes,yes,yes,yes,4,2,3,1,2,3,2,12,13,12,11,12,13
244,GP,M,16,U,GT3,T,3,4,other,other,course,no,yes,father,3,1,2,no,yes,no,yes,yes,no,3,4,5,2,4,2,0,6,5,0,9,9,10
245,GP,M,16,U,GT3,T,4,3,health,services,reputation,yes,yes,mother,1,4,0,no,no,no,yes,yes,no,4,2,2,1,1,2,4,19,19,20,17,17,17
246,GP,M,16,U,GT3,T,4,3,teacher,other,home,yes,yes,mother,1,2,0,no,yes,yes,yes,yes,no,3,4,3,2,3,3,10,9,8,8,11,10,11
247,GP,M,16,U,GT3,T,4,4,health,other,course,yes,yes,mother,1,1,0,no,yes,no,yes,yes,no,3,4,4,1,4,5,18,14,11,13,12,13,13
248,GP,M,16,U,GT3,T,4,4,health,other,reputation,yes,yes,father,1,2,0,no,yes,yes,yes,yes,no,4,2,4,2,4,1,2,14,13,13,13,13,14
249,GP,M,16,U,GT3,T,4,4,services,services,course,yes,yes,mother,1,1,0,no,no,no,yes,yes,no,5,3,2,1,2,5,0,13,12,12,14,15,15
250,GP,M,16,U,GT3,T,4,4,services,services,course,yes,yes,mother,1,1,0,no,no,no,yes,yes,no,5,3,2,1,2,5,0,13,12,12,15,13,13
251,GP,M,16,U,GT3,T,4,4,services,services,other,yes,yes,mother,1,1,0,yes,yes,yes,yes,yes,no,4,5,5,5,5,4,14,7,7,5,9,9,8
